alpha_i,alpha_j,D_i,D_j,D_acc_j,D_acc_i_pre,D_acc_ij,D_acc_i_span,D_acc_j_span,effective_length_i,effective_length_j,length_i,length_j,Df,pd_pr,pd_pp,Cij
4.1446531673892815e-05,4.835428695287496e-05,2e-05,1.8e-05,-0.8300000000000001,3.61,5.789999999999999,1.0599999999999998,1.35,21445.14369176307,20130.433323329933,53000.0,75000.0,413354522482.4688,0.0,0.0,-0.0157946885147305
4.374911676688687e-05,5.52620422318571e-05,2e-06,2e-05,6.58,10.03,5.130000000000001,0.186,1.68,22466.7357763218,17921.19273494462,93000.0,84000.0,385344675577.125,0.0,0.0,-0.0167471421024482
4.835428695287496e-05,4.1446531673892815e-05,9e-06,-5e-06,0.2800000000000002,-4.9,-5.59,0.765,-0.41,20341.404335598912,23321.143095943007,85000.0,82000.0,415189796315.75,0.0,0.0,0.0061698742165586
5.0656872045869005e-05,5.52620422318571e-05,2e-06,-3e-06,1.715,-4.5200000000000005,-6.4,0.162,-0.165,19414.55013501789,17229.493379433134,81000.0,55000.0,232045589929.90625,0.0,0.0,-0.0059261401902837
5.0656872045869005e-05,4.374911676688687e-05,-2e-06,1.8e-05,0.88,-1.02,-0.6400000000000001,-0.126,1.26,18929.02165418529,21788.47383252237,63000.0,70000.0,242110714676.4375,0.0,0.0,-0.0104631434061563
4.1446531673892815e-05,5.0656872045869005e-05,-6e-06,-4e-06,0.242,1.6799999999999995,1.2099999999999995,-0.588,-0.2279999999999999,23712.02787202564,18640.73692216477,98000.0,57000.0,192136571079.5625,0.0,0.0,-0.0163068770113096
5.0656872045869005e-05,4.605170185988091e-05,1e-05,-5e-06,2.9300000000000006,-3.1800000000000006,-6.450000000000001,0.5599999999999999,-0.3399999999999999,18583.582947959887,20766.84200913604,56000.0,68000.0,179576133194.03125,0.0,0.0,0.0052403609661004
5.295945713886305e-05,4.374911676688687e-05,-3e-06,0.0,-1.22,-8.68,-7.46,-0.192,0.0,18245.4904437651,22371.162708385284,64000.0,88000.0,186492023004.875,0.0,0.0,-0.0037102080100635
5.52620422318571e-05,4.374911676688687e-05,1.4e-05,1.1e-05,-1.5139999999999998,3.5400000000000005,6.11,0.98,1.056,17717.532670680608,22514.8122850908,70000.0,96000.0,493780121561.2188,0.0,0.0,0.0168259856501886
4.374911676688687e-05,4.1446531673892815e-05,-1e-06,1.2e-05,-2.898,-1.5199999999999998,2.11,-0.09,0.732,22411.916547411267,22202.11183202181,90000.0,61000.0,451768441486.125,0.0,0.0,0.001139778606414
5.52620422318571e-05,3.6841361487904736e-05,1.6e-05,1.1e-05,1.582,2.35,1.67,1.056,0.902,17624.00420190337,25820.086787562457,66000.0,82000.0,321356310733.1875,0.0,0.0,0.0161037452973017
3.9143946580898775e-05,5.295945713886305e-05,1.6e-05,-5e-06,-3.525,-6.53,-3.3800000000000003,1.376,-0.3749999999999999,24665.0046916206,18526.69121083377,86000.0,75000.0,388960124581.375,0.0,0.0,-0.0291792026600468
3.9143946580898775e-05,3.6841361487904736e-05,3e-06,5e-06,1.115,-4.08,-4.9,0.186,0.295,23290.75347765332,24055.497289605177,62000.0,59000.0,439518495229.75,0.0,0.0,0.0073327138406531
4.1446531673892815e-05,4.1446531673892815e-05,1.1e-05,1.7e-05,0.835,3.5,4.28,0.891,1.615,23287.0213626188,23657.02302226745,81000.0,95000.0,256092607541.65625,0.0,0.0,0.0038240383256038
3.9143946580898775e-05,5.0656872045869005e-05,1.3e-05,0.0,-3.5500000000000003,-9.820000000000002,-6.270000000000001,1.118,0.0,24665.0046916206,19571.862470572825,86000.0,94000.0,223109309323.5937,0.0,0.0,0.0081028999584452
5.0656872045869005e-05,4.1446531673892815e-05,1e-06,1.5e-05,2.285,5.050000000000001,3.770000000000001,0.061,1.005,18842.4818871704,22626.01799498185,61000.0,67000.0,298871121655.625,0.0,0.0,-0.0006831610245261
5.0656872045869005e-05,5.295945713886305e-05,-3e-06,-6e-06,1.978,-2.98,-5.45,-0.255,-0.492,19474.3641155106,18636.86596393341,85000.0,82000.0,273070557873.5625,0.0,0.0,-0.0096314307604507
5.295945713886305e-05,4.374911676688687e-05,-4e-06,-4e-06,-0.706,-1.07,-0.64,-0.376,-0.2759999999999999,18752.33491220559,21740.66208316274,94000.0,69000.0,245810999201.25,0.0,0.0,-0.0040111375897502
3.9143946580898775e-05,3.9143946580898775e-05,7.000000000000001e-06,9e-06,1.4340000000000002,2.12,1.46,0.5670000000000001,0.774,24474.3871091524,24665.0046916206,81000.0,86000.0,213260436176.6875,0.0,0.0,-0.0197066494916371
3.9143946580898775e-05,3.9143946580898775e-05,-6e-06,1.8e-05,-0.718,-6.040000000000001,-3.810000000000001,-0.42,1.512,23897.29853026629,24593.201971366583,70000.0,84000.0,492288779659.78125,0.0,0.0,0.0081379472667004
4.605170185988091e-05,3.9143946580898775e-05,5e-06,7.000000000000001e-06,0.91,6.69,6.13,0.36,0.35,20926.310116728484,21938.162105421696,72000.0,50000.0,405170672749.375,0.0,0.0,-0.0184998037097309
4.835428695287496e-05,5.295945713886305e-05,9e-06,1.3e-05,1.9,4.32,3.46,0.594,1.04,19830.40363771792,18609.43551042032,66000.0,80000.0,465180298795.125,0.0,0.0,-0.0106744769891771
3.6841361487904736e-05,4.1446531673892815e-05,3e-06,1.7e-05,0.788,3.56,3.69,0.267,0.918,26120.90273638634,21554.044495348924,89000.0,54000.0,469376750420.5625,0.0,0.0,-0.0130853676324535
3.9143946580898775e-05,4.1446531673892815e-05,6e-06,1.2e-05,3.388,6.0,3.26,0.594,0.648,25016.66158780473,21554.044495348924,99000.0,54000.0,300877703310.9375,0.0,0.0,0.0114849079742362
4.1446531673892815e-05,4.835428695287496e-05,1.4e-05,1.5e-05,-0.3600000000000001,-0.3799999999999999,1.39,0.7560000000000001,1.41,21554.044495348924,20461.12365160599,54000.0,94000.0,397310032889.84375,0.0,0.0,0.0251571767371278
4.374911676688687e-05,4.835428695287496e-05,1.9e-05,1.5e-05,-3.08,-9.14,-4.56,1.273,1.4999999999999998,21638.528510083142,20516.41705769737,67000.0,100000.0,341088681669.375,0.0,0.0,0.0161937264243952
4.374911676688687e-05,4.374911676688687e-05,-4e-06,-5e-06,-0.885,3.08,3.56,-0.3399999999999999,-0.4049999999999999,22302.93937700009,22196.86414129743,85000.0,81000.0,467889410988.3125,0.0,0.0,-0.0090604243522801
4.374911676688687e-05,4.374911676688687e-05,1.5e-05,9e-06,-0.0499999999999999,0.8,1.66,0.7499999999999999,0.81,20292.938924924,22411.916547411267,50000.0,90000.0,457752856962.4375,0.0,0.0,-0.0310570889424309
4.374911676688687e-05,4.605170185988091e-05,1.5e-05,-1e-06,-1.821,0.2199999999999999,1.95,1.4549999999999998,-0.091,22529.48581609961,21386.05844605337,97000.0,91000.0,366863932220.09375,0.0,0.0,-0.0020719047887391
4.605170185988091e-05,4.1446531673892815e-05,5e-06,-3e-06,1.285,-1.42,-2.99,0.2749999999999999,-0.285,19989.86224935906,23657.02302226745,55000.0,95000.0,181388384372.75,0.0,0.0,0.0059795539730044
4.835428695287496e-05,4.605170185988091e-05,1e-06,1.1e-05,-1.4739999999999998,-2.96,-0.87,0.073,0.616,20074.56067945974,20067.49382050897,73000.0,56000.0,206093415112.5,0.0,0.0,-0.0008878707831163
5.52620422318571e-05,5.295945713886305e-05,5e-06,8e-06,-0.4380000000000001,-5.280000000000001,-4.370000000000001,0.2699999999999999,0.472,17180.28316464162,18052.41009078709,54000.0,59000.0,259148817644.625,0.0,0.0,0.0020647509819615
3.9143946580898775e-05,4.835428695287496e-05,-2e-06,6e-06,1.7,-3.81,-5.0,-0.1979999999999999,0.51,25016.66158780473,20341.404335598912,99000.0,85000.0,495753132653.25,0.0,0.0,0.0032724914439091
5.295945713886305e-05,4.835428695287496e-05,1e-05,1e-05,0.61,0.32,0.31,0.8599999999999999,0.6,18683.73345797876,19544.201190170766,86000.0,60000.0,469341938341.875,0.0,0.0,0.1376429742646662
5.52620422318571e-05,4.605170185988091e-05,2e-06,1.1e-05,3.158,1.75,-0.7699999999999999,0.1339999999999999,0.638,17649.358714169983,20212.432229763275,67000.0,58000.0,451781126890.03125,0.0,0.0,0.0012039241713557
5.0656872045869005e-05,4.1446531673892815e-05,8e-06,1e-05,-1.96,0.8600000000000003,3.43,0.704,0.61,19511.90799036026,22202.11183202181,88000.0,61000.0,427237266479.09375,0.0,0.0,-0.0104965279974211
4.605170185988091e-05,4.835428695287496e-05,1e-05,4e-06,-0.156,-3.23,-2.79,0.6599999999999999,0.284,20675.392055319764,20013.01476590872,66000.0,71000.0,465549323586.09375,0.0,0.0,-0.0087990369136071
3.9143946580898775e-05,3.6841361487904736e-05,1e-05,1.9e-05,1.812,-1.3199999999999998,-1.46,0.8999999999999999,1.6719999999999997,24792.796651907065,26082.529841798463,90000.0,88000.0,300449429063.28125,0.0,0.0,0.0137264217571967
3.9143946580898775e-05,4.1446531673892815e-05,1.3e-05,1.3e-05,1.997,7.01,6.3,1.001,1.287,24292.624925274107,23728.894609466308,77000.0,99000.0,455255626829.875,0.0,0.0,0.0137012802565063
5.0656872045869005e-05,4.374911676688687e-05,1.1e-05,1.1e-05,5.698,10.84,5.78,0.836,0.638,19320.54961178729,21050.302389122942,76000.0,58000.0,415556788001.9688,0.0,0.0,0.0144842902531
4.374911676688687e-05,4.605170185988091e-05,1.6e-05,1.9e-05,0.6839999999999998,-2.41,-1.46,0.832,1.634,20507.80533394517,21300.95855751517,52000.0,86000.0,353264425899.46875,0.0,0.0,0.0084796465868643
4.835428695287496e-05,4.605170185988091e-05,-5e-06,1.5e-05,0.2549999999999999,-7.409999999999999,-6.18,-0.475,1.485,20471.48800730162,21487.34302003165,95000.0,99000.0,291876918585.4375,0.0,0.0,0.0106324495129629
5.295945713886305e-05,5.0656872045869005e-05,1.1e-05,-2e-06,-0.278,-2.33,-2.21,1.012,-0.158,18737.806003730337,19379.779251858294,92000.0,79000.0,395076656760.5,0.0,0.0,-0.0068722656939445
3.9143946580898775e-05,3.6841361487904736e-05,1.8e-05,9e-06,3.9,8.46,5.1000000000000005,1.026,0.54,22803.042021354115,24167.189930751883,57000.0,60000.0,303500101551.34375,0.0,0.0,0.001451481909359
4.605170185988091e-05,5.52620422318571e-05,1e-06,0.0,-1.95,0.4400000000000001,2.39,0.0679999999999999,0.0,20766.84200913604,17696.051632816172,68000.0,69000.0,377626005536.28125,0.0,0.0,0.0045453008350153
5.52620422318571e-05,4.835428695287496e-05,1.9e-05,0.0,0.95,3.8200000000000007,2.870000000000001,1.6149999999999998,0.0,17930.5695480654,19830.40363771792,85000.0,66000.0,414458571886.4063,0.0,0.0,-0.0002819396137992
4.374911676688687e-05,3.9143946580898775e-05,2e-06,2e-05,3.76,3.26,0.52,0.152,1.02,22035.30351529482,22076.686967557234,76000.0,51000.0,235269770869.0,0.0,0.0,0.0229513801347414
4.374911676688687e-05,4.1446531673892815e-05,6e-06,1.6e-05,2.384,-0.5299999999999998,-1.97,0.528,0.944,22371.162708385284,22035.711446501293,88000.0,59000.0,486724299334.6875,0.0,0.0,-0.0183797929050685
4.374911676688687e-05,3.9143946580898775e-05,1.1e-05,1.5e-05,-2.13,-3.82,-0.2199999999999997,0.638,1.47,21050.302389122942,24995.5010000427,58000.0,98000.0,323670195514.8125,0.0,0.0,0.0131254307571553
4.605170185988091e-05,4.835428695287496e-05,4e-06,8e-06,2.84,8.46,6.34,0.236,0.72,20280.04650166593,20414.270723195485,59000.0,90000.0,332111488218.84375,0.0,0.0,-0.0035162370735038
4.835428695287496e-05,5.0656872045869005e-05,-2e-06,1.3e-05,0.9440000000000002,1.3400000000000003,1.5400000000000005,-0.108,1.144,19161.66428195462,19511.90799036026,54000.0,88000.0,132564498760.78123,0.0,0.0,-0.0081255313056657
3.9143946580898775e-05,4.374911676688687e-05,0.0,0.0,1.18,-3.170000000000001,-4.3500000000000005,0.0,0.0,23200.69435192832,22225.1477378814,61000.0,82000.0,103114082937.625,0.0,0.0,0.0062756623252087
4.835428695287496e-05,5.0656872045869005e-05,2e-06,9e-06,2.503,4.5600000000000005,2.9300000000000006,0.176,0.873,20387.21873292967,19595.660395683244,88000.0,97000.0,258616364328.3437,0.0,0.0,-0.006331907844872
5.295945713886305e-05,5.0656872045869005e-05,1.4e-05,1.3e-05,0.931,7.02,7.22,1.064,1.131,18545.03760633836,19500.02169727939,76000.0,87000.0,228608260006.375,0.0,0.0,-0.0080615223561253
5.295945713886305e-05,4.605170185988091e-05,4e-06,7.000000000000001e-06,1.1800000000000002,0.08,-0.68,0.296,0.42,18507.34701181773,20344.617630042205,74000.0,60000.0,218920786779.53125,0.0,0.0,-0.0075075604532138
5.295945713886305e-05,4.605170185988091e-05,-6e-06,1e-05,1.01,-1.98,-2.3100000000000005,-0.402,0.6799999999999999,18339.047798507963,20766.84200913604,67000.0,68000.0,131506205832.71877,0.0,0.0,-0.0025058123917291
4.374911676688687e-05,3.9143946580898775e-05,1.3e-05,7.000000000000001e-06,4.745,10.76,6.68,0.8580000000000001,0.665,21584.011173032897,24926.814597823628,66000.0,95000.0,221700495840.03125,0.0,0.0,0.0078973139193982
5.295945713886305e-05,3.9143946580898775e-05,1e-05,0.0,-0.94,-6.900000000000001,-5.960000000000001,0.6699999999999999,0.0,18339.047798507963,23831.452783624394,67000.0,69000.0,100055578214.125,0.0,0.0,0.0012932339079052
4.374911676688687e-05,4.835428695287496e-05,1e-05,1.7e-05,-1.778,4.58,7.31,0.72,0.952,21878.04505997951,19301.68723174908,72000.0,56000.0,319926326057.0625,0.0,0.0,-0.0029635744933383
4.1446531673892815e-05,4.374911676688687e-05,1.2e-05,3e-06,1.214,8.77,7.82,1.08,0.264,23548.693494770643,22371.162708385284,90000.0,88000.0,378029530648.9375,0.0,0.0,0.0035839312568716
4.1446531673892815e-05,3.9143946580898775e-05,5e-06,9e-06,-2.2110000000000003,-9.54,-6.69,0.3999999999999999,0.639,23251.45568525388,23960.616608716475,80000.0,71000.0,177826524062.21875,0.0,0.0,0.0056560289266093
5.295945713886305e-05,4.1446531673892815e-05,-2e-06,9e-06,4.186999999999999,1.89,-1.4599999999999995,-0.192,0.837,18765.403630241355,23616.364243671367,96000.0,93000.0,327540674081.78125,0.0,0.0,0.0160205252291133
4.605170185988091e-05,5.295945713886305e-05,1.8e-05,9e-06,0.875,6.449999999999998,6.429999999999998,1.17,0.855,20626.40984533919,18759.04225884694,65000.0,95000.0,473246445965.78125,0.0,0.0,0.0077246584633515
3.9143946580898775e-05,5.295945713886305e-05,1.3e-05,3e-06,-1.962,4.130000000000001,6.32,1.248,0.228,24950.61190007288,18545.03760633836,96000.0,76000.0,323315148293.8125,0.0,0.0,0.0016115479865885
5.52620422318571e-05,4.1446531673892815e-05,3e-06,3e-06,-0.556,7.15,7.91,0.234,0.204,17852.621990504154,22686.97604759796,78000.0,68000.0,497816679972.34375,0.0,0.0,-0.0080016660962709
4.1446531673892815e-05,4.374911676688687e-05,1.8e-05,1.4e-05,4.709999999999999,9.579999999999998,6.2,1.224,1.33,22686.97604759796,22499.482550558525,68000.0,95000.0,204701305167.65625,0.0,0.0,-0.0156147891510633
4.605170185988091e-05,5.0656872045869005e-05,1.7e-05,1.3e-05,-3.0460000000000003,2.31,6.63,0.901,1.274,19823.45068987973,19602.82259552201,53000.0,98000.0,363630922619.375,0.0,0.0,-0.0086303062925868
5.295945713886305e-05,4.605170185988091e-05,1.5e-05,4e-06,2.566,-4.510000000000001,-6.74,1.2599999999999998,0.3359999999999999,18661.53959052871,21261.03920481673,84000.0,84000.0,282224742834.625,0.0,0.0,-0.003786434054431
3.6841361487904736e-05,3.9143946580898775e-05,1.7e-05,-6e-06,-0.36,2.18,2.12,1.309,-0.42,25552.42655344484,23897.29853026629,77000.0,70000.0,290861374760.59375,0.0,0.0,-0.0130514449710669
5.0656872045869005e-05,4.835428695287496e-05,1.8e-05,1.1e-05,7.486000000000001,13.2,6.66,1.656,0.946,19553.864823896463,20357.419902250545,92000.0,86000.0,334416534125.78125,0.0,0.0,0.0182115491698447
3.9143946580898775e-05,3.9143946580898775e-05,1.2e-05,1.1e-05,-0.179,-1.65,-0.91,1.08,0.5609999999999999,24792.796651907065,22076.686967557234,90000.0,51000.0,161751145827.09375,0.0,0.0,0.0111225016300091
5.0656872045869005e-05,3.6841361487904736e-05,1e-05,6e-06,-3.4840000000000004,1.9600000000000004,6.020000000000001,0.98,0.5760000000000001,19602.82259552201,26353.33737972969,98000.0,96000.0,329920446552.1875,0.0,0.0,0.0005126426859372
4.374911676688687e-05,3.6841361487904736e-05,1.7e-05,4e-06,-2.136,-10.38,-7.96,1.36,0.284,22167.31569607387,25158.844684824177,80000.0,71000.0,130749702960.8125,0.0,0.0,-0.0001085179379943
5.52620422318571e-05,3.9143946580898775e-05,0.0,1.5e-05,-0.01,-3.24,-2.03,0.0,1.2,17977.143046780628,24431.578834277698,91000.0,80000.0,395505773691.28125,0.0,0.0,0.0068078898728379
3.6841361487904736e-05,3.6841361487904736e-05,5e-06,-3e-06,0.285,5.590000000000001,5.11,0.4999999999999999,-0.195,26461.593608720574,24667.89715040183,100000.0,65000.0,394144599251.0625,0.0,0.0,0.0053013367252518
4.605170185988091e-05,3.9143946580898775e-05,-2e-06,5e-06,3.0650000000000004,3.1700000000000004,0.47,-0.122,0.365,20406.282578912585,24080.054161918,61000.0,73000.0,362644764714.65625,0.0,0.0,-0.0912033212415984
4.835428695287496e-05,4.374911676688687e-05,1.1e-05,1.7e-05,3.712,7.29,4.87,0.627,1.292,19366.781434032644,22035.30351529482,57000.0,76000.0,130307424342.46877,0.0,0.0,0.0095765915355301
4.374911676688687e-05,3.6841361487904736e-05,1e-06,-5e-06,2.72,1.29,-1.85,0.074,-0.42,21960.112053901124,25914.08687008149,74000.0,84000.0,215935734484.0937,0.0,0.0,0.0071784768851222
5.52620422318571e-05,4.605170185988091e-05,-3e-06,1.4e-05,2.448,-1.11,-2.83,-0.159,0.7280000000000001,17128.276948017778,19734.31772032147,53000.0,52000.0,188403181773.65625,0.0,0.0,0.0007972565784114
4.374911676688687e-05,4.835428695287496e-05,-1e-06,1.1e-05,-0.52,-2.78,-1.2699999999999998,-0.0829999999999999,0.99,22252.22062884647,20414.270723195485,83000.0,90000.0,401161169538.625,0.0,0.0,0.0197036097868712
3.6841361487904736e-05,5.0656872045869005e-05,6e-06,8e-06,2.76,0.6099999999999999,-1.6300000000000003,0.474,0.52,25665.43950950857,19007.223269104343,79000.0,65000.0,239245595890.25,0.0,0.0,0.0028629325692791
4.1446531673892815e-05,3.9143946580898775e-05,1.2e-05,2e-06,0.866,-5.0200000000000005,-5.76,0.684,0.126,21854.92980389205,23377.35543873097,57000.0,63000.0,280874583984.4375,0.0,0.0,-0.0028090959247091
3.6841361487904736e-05,3.9143946580898775e-05,6e-06,0.0,0.66,-5.4,-6.06,0.474,0.0,25665.43950950857,23460.63294783535,79000.0,64000.0,340989604413.25,0.0,0.0,-0.0014668927210329
5.0656872045869005e-05,4.605170185988091e-05,-3e-06,1.5e-05,3.815,2.42,-0.0900000000000003,-0.246,1.305,19430.658313553184,21319.581074358128,82000.0,87000.0,118315140953.34377,0.0,0.0,-0.1996610280475969
3.6841361487904736e-05,4.1446531673892815e-05,4e-06,8e-06,-3.3180000000000005,-1.2800000000000002,2.75,0.26,0.712,24667.89715040183,23524.201109382244,65000.0,89000.0,101888335208.75,0.0,0.0,-0.0004100000575442
3.9143946580898775e-05,5.52620422318571e-05,3e-06,7.000000000000001e-06,-0.556,-4.07,-3.01,0.201,0.504,23691.77063789032,17757.092191403895,67000.0,72000.0,336680024745.1875,0.0,0.0,0.0095782735737665
3.9143946580898775e-05,5.0656872045869005e-05,5e-06,-4e-06,5.306,6.640000000000001,1.07,0.4899999999999999,-0.264,24995.5010000427,19043.45144223078,98000.0,66000.0,275817248430.0625,0.0,0.0,-0.0241792329074991
4.374911676688687e-05,4.1446531673892815e-05,1.3e-05,1e-06,-2.222,-8.290000000000001,-5.970000000000001,1.092,0.0979999999999999,22278.13463957105,23712.02787202564,84000.0,98000.0,491998142693.78125,0.0,0.0,-0.0041442316561166
4.374911676688687e-05,3.6841361487904736e-05,2e-06,-1e-06,-3.928,-1.86,2.0,0.1339999999999999,-0.0679999999999999,21638.528510083142,24926.92250707505,67000.0,68000.0,266088604439.8437,0.0,0.0,-0.0046870714421476
3.6841361487904736e-05,5.295945713886305e-05,1.4e-05,1.4e-05,1.024,-7.29,-7.25,1.316,1.064,26292.92468126793,18545.03760633836,94000.0,76000.0,456578641112.0,0.0,0.0,0.0240809922437197
5.295945713886305e-05,5.295945713886305e-05,1.9e-05,-4e-06,-0.658,-3.55,-3.1,1.634,-0.208,18683.73345797876,17679.947992180452,86000.0,52000.0,487750528998.9063,0.0,0.0,-0.0100414757709002
5.0656872045869005e-05,3.9143946580898775e-05,1.9e-05,1.4e-05,0.6920000000000001,3.18,3.79,1.3489999999999998,1.302,19199.45347987656,24876.332092720662,71000.0,93000.0,305388587100.96875,0.0,0.0,-0.016162576214558
4.374911676688687e-05,3.9143946580898775e-05,-5e-06,4e-06,-2.1220000000000003,5.19,7.640000000000001,-0.425,0.3279999999999999,22302.93937700009,24515.55207188833,85000.0,82000.0,464753250303.625,0.0,0.0,-0.0021331307611257
4.1446531673892815e-05,4.835428695287496e-05,2e-06,7.000000000000001e-06,1.093,4.84,4.16,0.1699999999999999,0.413,23415.419060134453,19487.896793497188,85000.0,59000.0,370238866945.5,0.0,0.0,0.0013554429470449
5.295945713886305e-05,5.0656872045869005e-05,1.3e-05,1e-06,-0.4830000000000001,7.220000000000001,7.79,0.91,0.087,18418.861588506286,19500.02169727939,70000.0,87000.0,343486739952.46875,0.0,0.0,-0.007333700987267
4.1446531673892815e-05,4.374911676688687e-05,7.000000000000001e-06,1e-05,4.16,9.37,5.76,0.539,0.5499999999999999,23135.470910670912,20796.82867856324,77000.0,55000.0,244802112764.28125,0.0,0.0,-0.004727168194073
3.9143946580898775e-05,4.835428695287496e-05,-1e-06,1e-06,2.165,-2.12,-4.2,-0.0559999999999999,0.0849999999999999,22693.51337341692,20341.404335598912,56000.0,85000.0,196788645824.4375,0.0,0.0,0.0011595416818211
3.6841361487904736e-05,3.9143946580898775e-05,1.8e-05,1.7e-05,-0.5940000000000001,-1.75,0.0,1.098,1.156,24274.84254001429,23762.97846385742,61000.0,68000.0,200733056615.46875,0.0,0.0,0.9854142383341892
4.605170185988091e-05,4.835428695287496e-05,1.1e-05,-2e-06,1.922,7.960000000000001,5.9,0.968,-0.1379999999999999,21337.365439876216,19945.219522790623,88000.0,69000.0,351145895154.1875,0.0,0.0,-0.0005354778255425
